time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-28 00:00:00+00:00,1,1,27,2
2026-08-29 00:00:00+00:00,0,0,18,1
2026-08-30 00:00:00+00:00,0,0,42,6
2026-08-31 00:00:00+00:00,1,1,12,6
2026-09-01 00:00:00+00:00,1,1,22,10
2026-09-02 00:00:00+00:00,0,0,33,9
2026-09-03 00:00:00+00:00,1,1,8,3
2026-09-04 00:00:00+00:00,0,0,14,5
2026-09-05 00:00:00+00:00,2,1,5,3
2026-09-06 00:00:00+00:00,7,4,18,7
2026-09-07 00:00:00+00:00,1,1,16,5
2026-09-08 00:00:00+00:00,3,2,19,6
2026-09-09 00:00:00+00:00,0,0,17,6
2026-09-10 00:00:00+00:00,2,2,4,1
