time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-12 00:00:00+00:00,,,73,17
2025-01-13 00:00:00+00:00,,,94,20
2025-01-14 00:00:00+00:00,1.0,1.0,85,27
2025-01-15 00:00:00+00:00,,,41,8
2025-01-16 00:00:00+00:00,,,32,12
2025-01-17 00:00:00+00:00,,,28,6
2025-01-18 00:00:00+00:00,,,12,3
2025-01-19 00:00:00+00:00,4.0,4.0,14,5
2025-01-20 00:00:00+00:00,,,16,5
2025-01-21 00:00:00+00:00,,,4,2
2025-01-22 00:00:00+00:00,,,9,2
2025-01-23 00:00:00+00:00,,,3,2
2025-01-25 00:00:00+00:00,1.0,1.0,13,7
