time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-24 00:00:00+00:00,1,1,214,37
2026-02-25 00:00:00+00:00,2,2,306,47
2026-02-26 00:00:00+00:00,2,2,196,40
2026-02-27 00:00:00+00:00,0,0,162,28
2026-02-28 00:00:00+00:00,23,8,92,13
2026-03-01 00:00:00+00:00,3,3,148,25
2026-03-02 00:00:00+00:00,4,4,444,65
2026-03-03 00:00:00+00:00,3,3,182,38
2026-03-04 00:00:00+00:00,4,4,291,49
2026-03-05 00:00:00+00:00,1,1,115,20
2026-03-06 00:00:00+00:00,4,4,52,15
2026-03-07 00:00:00+00:00,1,1,243,45
2026-03-08 00:00:00+00:00,1,1,151,31
2026-03-09 00:00:00+00:00,0,0,178,40
