time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-24 00:00:00+00:00,,,163,20
2024-04-25 00:00:00+00:00,,,86,17
2024-04-26 00:00:00+00:00,,,22,8
2024-04-27 00:00:00+00:00,1.0,1.0,55,8
2024-04-28 00:00:00+00:00,,,83,14
2024-04-29 00:00:00+00:00,,,88,13
2024-04-30 00:00:00+00:00,,,66,9
2024-05-01 00:00:00+00:00,,,40,8
2024-05-02 00:00:00+00:00,,,84,10
2024-05-03 00:00:00+00:00,,,128,14
2024-05-04 00:00:00+00:00,,,134,12
2024-05-05 00:00:00+00:00,,,55,12
2024-05-06 00:00:00+00:00,1.0,1.0,95,11
2024-05-07 00:00:00+00:00,,,71,14
