time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-06 00:00:00+00:00,1.0,1.0,121,11
2024-10-07 00:00:00+00:00,,,227,23
2024-10-08 00:00:00+00:00,,,232,33
2024-10-09 00:00:00+00:00,,,116,21
2024-10-10 00:00:00+00:00,1.0,1.0,36,8
2024-10-11 00:00:00+00:00,,,82,15
2024-10-12 00:00:00+00:00,1.0,1.0,62,12
2024-10-13 00:00:00+00:00,,,98,22
2024-10-14 00:00:00+00:00,,,131,26
2024-10-15 00:00:00+00:00,,,111,21
2024-10-16 00:00:00+00:00,,,139,18
2024-10-17 00:00:00+00:00,,,101,10
2024-10-18 00:00:00+00:00,,,131,27
2024-10-19 00:00:00+00:00,,,54,10
