time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-29 00:00:00+00:00,1,1,13,7
2026-06-30 00:00:00+00:00,0,0,21,6
2026-07-01 00:00:00+00:00,1,1,4,2
2026-07-02 00:00:00+00:00,0,0,7,5
2026-07-03 00:00:00+00:00,0,0,4,3
2026-07-04 00:00:00+00:00,0,0,10,5
2026-07-05 00:00:00+00:00,1,1,13,5
2026-07-06 00:00:00+00:00,0,0,4,3
2026-07-07 00:00:00+00:00,1,1,6,4
2026-07-08 00:00:00+00:00,1,1,11,5
2026-07-09 00:00:00+00:00,0,0,12,6
2026-07-10 00:00:00+00:00,5,5,17,5
2026-07-11 00:00:00+00:00,1,1,24,8
2026-07-12 00:00:00+00:00,1,1,14,7
