time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-03 00:00:00+00:00,,,28,5
2024-07-04 00:00:00+00:00,,,39,8
2024-07-05 00:00:00+00:00,,,5,2
2024-07-06 00:00:00+00:00,,,14,4
2024-07-07 00:00:00+00:00,,,11,4
2024-07-08 00:00:00+00:00,,,3,2
2024-07-09 00:00:00+00:00,,,19,3
2024-07-10 00:00:00+00:00,,,20,7
2024-07-11 00:00:00+00:00,,,9,2
2024-07-12 00:00:00+00:00,,,10,5
2024-07-13 00:00:00+00:00,,,21,2
2024-07-14 00:00:00+00:00,,,32,4
2024-07-15 00:00:00+00:00,,,14,3
2024-07-16 00:00:00+00:00,,,9,2
