time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-17 00:00:00+00:00,0,0,47,9
2025-12-18 00:00:00+00:00,0,0,26,8
2025-12-19 00:00:00+00:00,5,5,24,11
2025-12-20 00:00:00+00:00,14,4,15,8
2025-12-21 00:00:00+00:00,11,3,29,10
2025-12-22 00:00:00+00:00,3,3,6,4
2025-12-23 00:00:00+00:00,3,2,36,8
2025-12-24 00:00:00+00:00,3,3,27,6
2025-12-25 00:00:00+00:00,2,2,6,4
2025-12-26 00:00:00+00:00,4,4,19,8
2025-12-27 00:00:00+00:00,2,2,19,8
2025-12-28 00:00:00+00:00,3,3,35,10
2025-12-29 00:00:00+00:00,4,4,47,5
2025-12-30 00:00:00+00:00,5,4,56,15
