time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-06 00:00:00+00:00,3.0,3.0,364,29
2024-03-07 00:00:00+00:00,,,525,55
2024-03-08 00:00:00+00:00,1.0,1.0,314,34
2024-03-09 00:00:00+00:00,1.0,1.0,279,26
2024-03-10 00:00:00+00:00,6.0,4.0,352,30
2024-03-11 00:00:00+00:00,3.0,3.0,444,43
2024-03-12 00:00:00+00:00,,,264,40
2024-03-13 00:00:00+00:00,4.0,2.0,492,49
2024-03-14 00:00:00+00:00,,,321,36
2024-03-15 00:00:00+00:00,1.0,1.0,91,20
2024-03-16 00:00:00+00:00,,,200,29
2024-03-17 00:00:00+00:00,2.0,2.0,379,39
2024-03-18 00:00:00+00:00,7.0,7.0,424,46
2024-03-19 00:00:00+00:00,1.0,1.0,305,39
