time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-09 00:00:00+00:00,5.0,3.0,38,14
2025-12-10 00:00:00+00:00,1.0,1.0,20,13
2025-12-11 00:00:00+00:00,1.0,1.0,29,12
2025-12-12 00:00:00+00:00,5.0,5.0,27,9
2025-12-13 00:00:00+00:00,2.0,2.0,19,8
2025-12-14 00:00:00+00:00,2.0,2.0,29,10
2025-12-15 00:00:00+00:00,4.0,4.0,58,17
2025-12-16 00:00:00+00:00,3.0,3.0,62,10
2025-12-17 00:00:00+00:00,,,47,9
2025-12-18 00:00:00+00:00,,,26,8
2025-12-19 00:00:00+00:00,5.0,5.0,24,11
2025-12-20 00:00:00+00:00,14.0,4.0,15,8
2025-12-21 00:00:00+00:00,11.0,3.0,29,10
2025-12-22 00:00:00+00:00,3.0,3.0,6,4
