time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-28 00:00:00+00:00,0,0,65,18
2026-04-29 00:00:00+00:00,2,2,110,25
2026-04-30 00:00:00+00:00,2,2,55,13
2026-05-01 00:00:00+00:00,0,0,24,9
2026-05-02 00:00:00+00:00,0,0,13,7
2026-05-03 00:00:00+00:00,2,2,40,9
2026-05-04 00:00:00+00:00,2,2,69,18
2026-05-05 00:00:00+00:00,1,1,24,10
2026-05-06 00:00:00+00:00,1,1,31,13
2026-05-07 00:00:00+00:00,0,0,64,26
2026-05-08 00:00:00+00:00,1,1,39,14
2026-05-09 00:00:00+00:00,1,1,40,13
2026-05-10 00:00:00+00:00,19,11,36,19
2026-05-11 00:00:00+00:00,19,5,53,17
