time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-13 00:00:00+00:00,10.0,6.0,106,25
2025-03-14 00:00:00+00:00,1.0,1.0,73,23
2025-03-15 00:00:00+00:00,2.0,2.0,158,21
2025-03-16 00:00:00+00:00,1.0,1.0,119,26
2025-03-17 00:00:00+00:00,2.0,1.0,264,44
2025-03-18 00:00:00+00:00,1.0,1.0,136,32
2025-03-19 00:00:00+00:00,,,119,28
2025-03-20 00:00:00+00:00,2.0,2.0,34,13
2025-03-21 00:00:00+00:00,,,58,13
2025-03-22 00:00:00+00:00,1.0,1.0,76,23
2025-03-23 00:00:00+00:00,,,53,22
2025-03-24 00:00:00+00:00,7.0,6.0,151,34
2025-03-25 00:00:00+00:00,1.0,1.0,105,31
2025-03-26 00:00:00+00:00,1.0,1.0,72,16
