time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-30 00:00:00+00:00,,,66,9
2024-05-01 00:00:00+00:00,,,40,8
2024-05-02 00:00:00+00:00,,,84,10
2024-05-03 00:00:00+00:00,,,128,14
2024-05-04 00:00:00+00:00,,,134,12
2024-05-05 00:00:00+00:00,,,55,12
2024-05-06 00:00:00+00:00,1.0,1.0,95,11
2024-05-07 00:00:00+00:00,,,76,15
2024-05-08 00:00:00+00:00,,,54,13
2024-05-09 00:00:00+00:00,,,131,17
2024-05-10 00:00:00+00:00,,,217,22
2024-05-11 00:00:00+00:00,,,82,20
2024-05-12 00:00:00+00:00,,,91,19
2024-05-13 00:00:00+00:00,,,88,18
