time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-04 00:00:00+00:00,3.0,3.0,31,9
2025-02-05 00:00:00+00:00,,,11,4
2025-02-06 00:00:00+00:00,,,3,2
2025-02-07 00:00:00+00:00,1.0,1.0,12,4
2025-02-08 00:00:00+00:00,5.0,4.0,11,4
2025-02-09 00:00:00+00:00,,,2,1
2025-02-10 00:00:00+00:00,1.0,1.0,38,11
2025-02-11 00:00:00+00:00,2.0,2.0,46,7
2025-02-12 00:00:00+00:00,,,6,4
2025-02-13 00:00:00+00:00,2.0,2.0,8,5
2025-02-14 00:00:00+00:00,,,20,4
2025-02-15 00:00:00+00:00,1.0,1.0,19,6
2025-02-16 00:00:00+00:00,8.0,1.0,9,3
2025-02-17 00:00:00+00:00,2.0,2.0,16,4
