time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-01 00:00:00+00:00,2.0,2.0,59,5
2025-10-02 00:00:00+00:00,,,10,4
2025-10-03 00:00:00+00:00,1.0,1.0,13,5
2025-10-04 00:00:00+00:00,2.0,2.0,6,3
2025-10-05 00:00:00+00:00,,,15,2
2025-10-06 00:00:00+00:00,1.0,1.0,172,22
2025-10-07 00:00:00+00:00,1.0,1.0,207,29
2025-10-08 00:00:00+00:00,,,344,31
2025-10-09 00:00:00+00:00,2.0,2.0,105,22
2025-10-10 00:00:00+00:00,2.0,2.0,56,18
2025-10-11 00:00:00+00:00,6.0,6.0,103,13
2025-10-12 00:00:00+00:00,4.0,3.0,168,22
2025-10-13 00:00:00+00:00,2.0,2.0,212,49
2025-10-14 00:00:00+00:00,2.0,2.0,195,36
