time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-14 00:00:00+00:00,0,0,5,3
2026-06-15 00:00:00+00:00,1,1,1,1
2026-06-16 00:00:00+00:00,1,1,3,3
2026-06-17 00:00:00+00:00,3,3,4,3
2026-06-18 00:00:00+00:00,0,0,13,4
2026-06-19 00:00:00+00:00,0,0,13,5
2026-06-20 00:00:00+00:00,5,2,42,13
2026-06-21 00:00:00+00:00,1,1,31,6
2026-06-22 00:00:00+00:00,0,0,40,13
2026-06-23 00:00:00+00:00,2,2,23,8
2026-06-24 00:00:00+00:00,2,2,24,8
2026-06-25 00:00:00+00:00,1,1,24,6
2026-06-26 00:00:00+00:00,1,1,18,6
2026-06-27 00:00:00+00:00,0,0,33,8
