time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-15 00:00:00+00:00,1.0,1.0,157,7
2024-06-16 00:00:00+00:00,,,65,7
2024-06-17 00:00:00+00:00,,,27,10
2024-06-18 00:00:00+00:00,,,86,7
2024-06-19 00:00:00+00:00,,,65,9
2024-06-20 00:00:00+00:00,,,35,4
2024-06-21 00:00:00+00:00,,,34,5
2024-06-22 00:00:00+00:00,,,10,5
2024-06-23 00:00:00+00:00,,,9,3
2024-06-24 00:00:00+00:00,1.0,1.0,18,6
2024-06-25 00:00:00+00:00,,,13,3
2024-06-26 00:00:00+00:00,,,21,7
2024-06-27 00:00:00+00:00,,,28,6
2024-06-28 00:00:00+00:00,,,13,2
