time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-18 00:00:00+00:00,,,69,12
2024-04-19 00:00:00+00:00,,,75,16
2024-04-20 00:00:00+00:00,,,91,16
2024-04-21 00:00:00+00:00,,,83,15
2024-04-22 00:00:00+00:00,2.0,2.0,119,27
2024-04-23 00:00:00+00:00,1.0,1.0,85,18
2024-04-24 00:00:00+00:00,,,163,20
2024-04-25 00:00:00+00:00,,,86,17
2024-04-26 00:00:00+00:00,,,22,8
2024-04-27 00:00:00+00:00,1.0,1.0,55,8
2024-04-28 00:00:00+00:00,,,83,14
2024-04-29 00:00:00+00:00,,,88,13
2024-04-30 00:00:00+00:00,,,66,9
2024-05-01 00:00:00+00:00,,,32,8
