time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-29 00:00:00+00:00,,,11.0,4.0
2024-07-30 00:00:00+00:00,,,10.0,5.0
2024-08-01 00:00:00+00:00,1.0,1.0,11.0,2.0
2024-08-02 00:00:00+00:00,1.0,1.0,,
2024-08-03 00:00:00+00:00,1.0,1.0,16.0,1.0
2024-08-04 00:00:00+00:00,,,24.0,4.0
2024-08-05 00:00:00+00:00,1.0,1.0,36.0,3.0
2024-08-06 00:00:00+00:00,,,12.0,4.0
2024-08-07 00:00:00+00:00,,,31.0,5.0
2024-08-08 00:00:00+00:00,,,11.0,2.0
2024-08-09 00:00:00+00:00,1.0,1.0,24.0,4.0
2024-08-10 00:00:00+00:00,,,15.0,4.0
2024-08-11 00:00:00+00:00,,,58.0,7.0
