time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-10 00:00:00+00:00,1.0,1.0,36,8
2024-10-11 00:00:00+00:00,,,102,15
2024-10-12 00:00:00+00:00,1.0,1.0,62,12
2024-10-13 00:00:00+00:00,,,98,22
2024-10-14 00:00:00+00:00,,,131,26
2024-10-15 00:00:00+00:00,,,111,21
2024-10-16 00:00:00+00:00,,,139,18
2024-10-17 00:00:00+00:00,,,101,10
2024-10-18 00:00:00+00:00,,,131,27
2024-10-19 00:00:00+00:00,,,62,11
2024-10-20 00:00:00+00:00,,,59,13
2024-10-21 00:00:00+00:00,2.0,2.0,170,30
2024-10-22 00:00:00+00:00,1.0,1.0,84,14
2024-10-23 00:00:00+00:00,,,78,14
