time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-23 00:00:00+00:00,,,22,5
2024-12-24 00:00:00+00:00,1.0,1.0,21,7
2024-12-25 00:00:00+00:00,,,8,3
2024-12-26 00:00:00+00:00,,,18,2
2024-12-27 00:00:00+00:00,,,11,5
2024-12-28 00:00:00+00:00,,,10,5
2024-12-29 00:00:00+00:00,,,6,5
2024-12-30 00:00:00+00:00,,,12,8
2024-12-31 00:00:00+00:00,,,10,5
2025-01-01 00:00:00+00:00,,,33,10
2025-01-02 00:00:00+00:00,,,15,7
2025-01-03 00:00:00+00:00,,,11,5
2025-01-04 00:00:00+00:00,,,37,9
2025-01-05 00:00:00+00:00,,,84,20
