time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-07 00:00:00+00:00,,,94,22
2025-05-08 00:00:00+00:00,1.0,1.0,37,17
2025-05-09 00:00:00+00:00,1.0,1.0,66,17
2025-05-10 00:00:00+00:00,,,36,13
2025-05-11 00:00:00+00:00,1.0,1.0,43,13
2025-05-12 00:00:00+00:00,2.0,2.0,208,40
2025-05-13 00:00:00+00:00,1.0,1.0,177,34
2025-05-14 00:00:00+00:00,1.0,1.0,102,22
2025-05-15 00:00:00+00:00,,,131,30
2025-05-16 00:00:00+00:00,1.0,1.0,127,25
2025-05-17 00:00:00+00:00,,,119,27
2025-05-18 00:00:00+00:00,1.0,1.0,80,22
2025-05-19 00:00:00+00:00,,,109,33
2025-05-20 00:00:00+00:00,1.0,1.0,96,28
