time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-13 00:00:00+00:00,3,3,18,9
2025-11-14 00:00:00+00:00,2,2,32,11
2025-11-15 00:00:00+00:00,2,2,21,9
2025-11-16 00:00:00+00:00,3,3,25,12
2025-11-17 00:00:00+00:00,2,2,61,15
2025-11-18 00:00:00+00:00,5,5,52,16
2025-11-19 00:00:00+00:00,2,2,50,14
2025-11-20 00:00:00+00:00,2,2,36,6
2025-11-21 00:00:00+00:00,3,3,27,9
2025-11-22 00:00:00+00:00,2,2,29,11
2025-11-23 00:00:00+00:00,2,2,46,17
2025-11-24 00:00:00+00:00,2,2,24,12
2025-11-25 00:00:00+00:00,2,2,39,19
2025-11-26 00:00:00+00:00,2,2,30,13
