time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-20 00:00:00+00:00,1.0,1.0,77,13
2025-06-21 00:00:00+00:00,,,31,12
2025-06-22 00:00:00+00:00,,,62,21
2025-06-23 00:00:00+00:00,1.0,1.0,22,7
2025-06-24 00:00:00+00:00,1.0,1.0,7,5
2025-06-25 00:00:00+00:00,,,1,1
2025-06-26 00:00:00+00:00,,,5,2
2025-06-27 00:00:00+00:00,1.0,1.0,12,6
2025-06-28 00:00:00+00:00,3.0,3.0,15,5
2025-06-29 00:00:00+00:00,1.0,1.0,20,6
2025-06-30 00:00:00+00:00,1.0,1.0,43,10
2025-07-01 00:00:00+00:00,4.0,3.0,47,10
2025-07-02 00:00:00+00:00,3.0,1.0,16,6
2025-07-03 00:00:00+00:00,1.0,1.0,21,5
