time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-13 00:00:00+00:00,2.0,2.0,29,8
2024-01-14 00:00:00+00:00,,,40,10
2024-01-15 00:00:00+00:00,,,34,5
2024-01-16 00:00:00+00:00,1.0,1.0,34,8
2024-01-17 00:00:00+00:00,2.0,2.0,65,5
2024-01-18 00:00:00+00:00,,,38,8
2024-01-19 00:00:00+00:00,,,9,4
2024-01-20 00:00:00+00:00,,,9,3
2024-01-21 00:00:00+00:00,,,6,3
2024-01-22 00:00:00+00:00,1.0,1.0,4,3
2024-01-23 00:00:00+00:00,1.0,1.0,4,2
2024-01-24 00:00:00+00:00,,,8,3
2024-01-25 00:00:00+00:00,,,6,3
2024-01-26 00:00:00+00:00,,,22,2
