time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-27 00:00:00+00:00,2.0,1.0,45,12
2025-04-28 00:00:00+00:00,2.0,1.0,133,35
2025-04-29 00:00:00+00:00,,,178,36
2025-04-30 00:00:00+00:00,1.0,1.0,61,18
2025-05-01 00:00:00+00:00,,,92,27
2025-05-02 00:00:00+00:00,4.0,4.0,132,27
2025-05-03 00:00:00+00:00,2.0,2.0,49,14
2025-05-04 00:00:00+00:00,,,72,21
2025-05-05 00:00:00+00:00,,,147,46
2025-05-06 00:00:00+00:00,1.0,1.0,107,25
2025-05-07 00:00:00+00:00,,,94,22
2025-05-08 00:00:00+00:00,1.0,1.0,37,17
2025-05-09 00:00:00+00:00,1.0,1.0,66,17
2025-05-10 00:00:00+00:00,,,33,12
