time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-09 00:00:00+00:00,,,13,4
2024-02-10 00:00:00+00:00,,,65,2
2024-02-11 00:00:00+00:00,,,8,1
2024-02-12 00:00:00+00:00,4.0,4.0,8,2
2024-02-13 00:00:00+00:00,,,13,3
2024-02-14 00:00:00+00:00,,,5,2
2024-02-16 00:00:00+00:00,,,21,2
2024-02-17 00:00:00+00:00,1.0,1.0,30,2
2024-02-18 00:00:00+00:00,,,22,3
2024-02-19 00:00:00+00:00,2.0,2.0,8,4
2024-02-20 00:00:00+00:00,,,11,3
2024-02-21 00:00:00+00:00,1.0,1.0,32,5
2024-02-22 00:00:00+00:00,1.0,1.0,59,1
