time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-08 00:00:00+00:00,1,1,39,14
2026-05-09 00:00:00+00:00,1,1,40,13
2026-05-10 00:00:00+00:00,19,11,36,19
2026-05-11 00:00:00+00:00,19,5,53,17
2026-05-12 00:00:00+00:00,1,1,70,21
2026-05-13 00:00:00+00:00,1,1,58,21
2026-05-14 00:00:00+00:00,0,0,68,21
2026-05-15 00:00:00+00:00,17,3,60,20
2026-05-16 00:00:00+00:00,2,2,140,27
2026-05-17 00:00:00+00:00,0,0,111,30
2026-05-18 00:00:00+00:00,3,3,78,27
2026-05-19 00:00:00+00:00,0,0,66,29
2026-05-20 00:00:00+00:00,2,2,80,31
2026-05-21 00:00:00+00:00,2,2,53,25
