time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-16 00:00:00+00:00,2,2,117,38
2026-03-17 00:00:00+00:00,0,0,103,27
2026-03-18 00:00:00+00:00,0,0,118,32
2026-03-19 00:00:00+00:00,0,0,150,34
2026-03-20 00:00:00+00:00,2,2,92,24
2026-03-21 00:00:00+00:00,1,1,108,28
2026-03-22 00:00:00+00:00,1,1,139,37
2026-03-23 00:00:00+00:00,0,0,78,24
2026-03-24 00:00:00+00:00,0,0,116,31
2026-03-25 00:00:00+00:00,0,0,91,30
2026-03-26 00:00:00+00:00,1,1,41,16
2026-03-27 00:00:00+00:00,2,2,14,7
2026-03-28 00:00:00+00:00,2,2,8,5
2026-03-29 00:00:00+00:00,2,2,33,10
