time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-03 00:00:00+00:00,1.0,1.0,60,8
2025-09-04 00:00:00+00:00,,,30,8
2025-09-05 00:00:00+00:00,3.0,3.0,50,13
2025-09-06 00:00:00+00:00,1.0,1.0,35,7
2025-09-07 00:00:00+00:00,2.0,2.0,38,12
2025-09-08 00:00:00+00:00,1.0,1.0,19,6
2025-09-09 00:00:00+00:00,1.0,1.0,10,4
2025-09-10 00:00:00+00:00,,,3,2
2025-09-11 00:00:00+00:00,,,7,4
2025-09-12 00:00:00+00:00,,,13,4
2025-09-13 00:00:00+00:00,2.0,2.0,4,2
2025-09-14 00:00:00+00:00,,,3,2
2025-09-15 00:00:00+00:00,,,2,1
2025-09-16 00:00:00+00:00,2.0,2.0,5,2
