time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-09 00:00:00+00:00,,,17,7
2024-11-10 00:00:00+00:00,,,44,11
2024-11-11 00:00:00+00:00,,,40,9
2024-11-12 00:00:00+00:00,,,41,9
2024-11-13 00:00:00+00:00,,,49,12
2024-11-14 00:00:00+00:00,,,14,7
2024-11-15 00:00:00+00:00,,,21,10
2024-11-16 00:00:00+00:00,,,25,6
2024-11-17 00:00:00+00:00,,,29,10
2024-11-18 00:00:00+00:00,,,33,9
2024-11-19 00:00:00+00:00,,,25,8
2024-11-20 00:00:00+00:00,1.0,1.0,48,11
2024-11-21 00:00:00+00:00,,,21,6
2024-11-22 00:00:00+00:00,,,27,9
