time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-18 00:00:00+00:00,1.0,1.0,136,32
2025-03-19 00:00:00+00:00,,,119,28
2025-03-20 00:00:00+00:00,2.0,2.0,34,13
2025-03-21 00:00:00+00:00,,,58,13
2025-03-22 00:00:00+00:00,1.0,1.0,76,23
2025-03-23 00:00:00+00:00,,,53,22
2025-03-24 00:00:00+00:00,7.0,6.0,151,34
2025-03-25 00:00:00+00:00,1.0,1.0,105,31
2025-03-26 00:00:00+00:00,1.0,1.0,73,16
2025-03-27 00:00:00+00:00,1.0,1.0,65,17
2025-03-28 00:00:00+00:00,1.0,1.0,14,8
2025-03-29 00:00:00+00:00,2.0,2.0,33,12
2025-03-30 00:00:00+00:00,,,26,9
2025-03-31 00:00:00+00:00,,,74,21
