time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-18 00:00:00+00:00,1,1,32,11
2026-04-19 00:00:00+00:00,3,3,49,16
2026-04-20 00:00:00+00:00,0,0,62,21
2026-04-21 00:00:00+00:00,1,1,64,15
2026-04-22 00:00:00+00:00,0,0,74,17
2026-04-23 00:00:00+00:00,9,3,96,20
2026-04-24 00:00:00+00:00,5,2,44,11
2026-04-25 00:00:00+00:00,0,0,46,15
2026-04-26 00:00:00+00:00,1,1,93,14
2026-04-27 00:00:00+00:00,0,0,65,17
2026-04-28 00:00:00+00:00,0,0,65,18
2026-04-29 00:00:00+00:00,2,2,110,25
2026-04-30 00:00:00+00:00,2,2,55,13
2026-05-01 00:00:00+00:00,0,0,24,9
