time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-20 00:00:00+00:00,,,59,13
2024-10-21 00:00:00+00:00,2.0,2.0,170,30
2024-10-22 00:00:00+00:00,1.0,1.0,84,14
2024-10-23 00:00:00+00:00,,,78,14
2024-10-24 00:00:00+00:00,4.0,4.0,55,10
2024-10-25 00:00:00+00:00,,,32,8
2024-10-26 00:00:00+00:00,1.0,1.0,42,13
2024-10-27 00:00:00+00:00,,,81,21
2024-10-28 00:00:00+00:00,1.0,1.0,96,20
2024-10-29 00:00:00+00:00,,,105,19
2024-10-30 00:00:00+00:00,,,29,9
2024-10-31 00:00:00+00:00,,,77,19
2024-11-01 00:00:00+00:00,,,65,12
2024-11-02 00:00:00+00:00,3.0,2.0,122,19
