time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-07 00:00:00+00:00,,,90,24
2025-04-08 00:00:00+00:00,4.0,4.0,107,22
2025-04-09 00:00:00+00:00,1.0,1.0,81,14
2025-04-10 00:00:00+00:00,4.0,4.0,130,26
2025-04-11 00:00:00+00:00,1.0,1.0,98,19
2025-04-12 00:00:00+00:00,,,28,10
2025-04-13 00:00:00+00:00,,,41,12
2025-04-14 00:00:00+00:00,,,95,18
2025-04-15 00:00:00+00:00,,,90,19
2025-04-16 00:00:00+00:00,,,40,16
2025-04-17 00:00:00+00:00,,,24,11
2025-04-18 00:00:00+00:00,6.0,5.0,32,12
2025-04-19 00:00:00+00:00,2.0,2.0,22,12
2025-04-20 00:00:00+00:00,3.0,3.0,29,7
