time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-07 00:00:00+00:00,1.0,1.0,99,21
2025-03-08 00:00:00+00:00,2.0,2.0,67,14
2025-03-09 00:00:00+00:00,,,103,33
2025-03-10 00:00:00+00:00,2.0,2.0,234,46
2025-03-11 00:00:00+00:00,1.0,1.0,265,45
2025-03-12 00:00:00+00:00,1.0,1.0,144,30
2025-03-13 00:00:00+00:00,10.0,6.0,106,25
2025-03-14 00:00:00+00:00,1.0,1.0,73,23
2025-03-15 00:00:00+00:00,2.0,2.0,158,21
2025-03-16 00:00:00+00:00,1.0,1.0,119,26
2025-03-17 00:00:00+00:00,2.0,1.0,264,44
2025-03-18 00:00:00+00:00,1.0,1.0,136,32
2025-03-19 00:00:00+00:00,,,119,28
2025-03-20 00:00:00+00:00,2.0,2.0,29,11
