time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-12 00:00:00+00:00,,,264,40
2024-03-13 00:00:00+00:00,4.0,2.0,492,49
2024-03-14 00:00:00+00:00,,,321,36
2024-03-15 00:00:00+00:00,1.0,1.0,91,20
2024-03-16 00:00:00+00:00,,,200,29
2024-03-17 00:00:00+00:00,2.0,2.0,379,39
2024-03-18 00:00:00+00:00,7.0,7.0,424,46
2024-03-19 00:00:00+00:00,2.0,2.0,340,42
2024-03-20 00:00:00+00:00,,,144,25
2024-03-21 00:00:00+00:00,7.0,7.0,112,20
2024-03-22 00:00:00+00:00,3.0,2.0,88,15
2024-03-23 00:00:00+00:00,2.0,2.0,149,17
2024-03-24 00:00:00+00:00,,,176,24
2024-03-25 00:00:00+00:00,,,67,14
