time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-26 00:00:00+00:00,1.0,1.0,42,13
2024-10-27 00:00:00+00:00,,,81,21
2024-10-28 00:00:00+00:00,1.0,1.0,96,20
2024-10-29 00:00:00+00:00,,,105,19
2024-10-30 00:00:00+00:00,,,29,9
2024-10-31 00:00:00+00:00,,,77,19
2024-11-01 00:00:00+00:00,,,65,12
2024-11-02 00:00:00+00:00,3.0,2.0,122,19
2024-11-03 00:00:00+00:00,,,74,20
2024-11-04 00:00:00+00:00,2.0,2.0,114,23
2024-11-05 00:00:00+00:00,5.0,4.0,95,15
2024-11-06 00:00:00+00:00,1.0,1.0,23,9
2024-11-07 00:00:00+00:00,,,18,7
2024-11-08 00:00:00+00:00,1.0,1.0,12,4
