time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-12 00:00:00+00:00,1.0,1.0,14,3
2024-11-19 00:00:00+00:00,,,6,3
2024-11-20 00:00:00+00:00,,,1,1
