url_path,views_total,views_unique
/mcmarius/pbd,7,4
/mcmarius/pbd/tree/master/scripts/hr,7,2
/mcmarius/pbd/blob/master/scripts/hr/oracle_schema%20video.sql,5,1
/mcmarius/pbd/blame/master/scripts/hr/oracle_schema%20video.sql,3,1
/mcmarius/pbd/blob/master/laboratoare.md,2,1
/mcmarius/pbd/blob/master/rezumat.md,2,1
/mcmarius/pbd/blob/master/scripts/hr/mysql-hr-schema.sql,2,1
/mcmarius/pbd/blob/master/scripts/hr/oracle_hr_project1.sql,2,1
/mcmarius/pbd/tree/master/scripts,2,1
/mcmarius/pbd/tree/master,1,1
