url_path,views_total,views_unique
/mcmarius/pbd/blob/master/laboratoare.md,42,9
/mcmarius/pbd,24,14
/mcmarius/pbd/blob/master/rezumat.md,24,12
/mcmarius/pbd/blob/master/scripts/hr/oracle_23_hr_create.sql,12,2
/mcmarius/pbd/blob/master/scripts/hr/oracle_23_hr_insert.sql,12,2
/mcmarius/pbd/blob/master/scripts/hr/oracle_hr_project.sql,11,1
/mcmarius/pbd/blob/master/diverse.md,7,5
/mcmarius/pbd/blob/master/README.md,6,5
/mcmarius/pbd/tree/master,6,5
/mcmarius/pbd/blob/master/scripts/hr/oracle_23_schema_video.sql,2,1
